age,bmi,gender_num,activity_num,fitness_num,stress_num,meal_type_num,calorie_gap,protein_gap,calorie_ratio,is_vegetarian,is_vegan,is_diabetic,is_gluten_free,meals_per_day,sleep_quality,meal_calories,meal_protein,meal_carbs,meal_fat,meal_fiber,within_meal_class_band,accepted,goal_lose_weight,goal_gain_muscle,goal_maintain,goal_improve_health,goal_athletic_performance
64,25.4,1,3,2,1,3,2350.3,68.9,0.04,0,0,0,0,3,1,97.1,7.5,12.3,2.0,0.2,1,1,0,0,0,0,1
46,46.5,0,4,1,2,4,1763.2,30.9,0.185,0,0,0,0,3,0,399.4,6.4,68.4,11.1,5.5,1,1,1,0,0,0,0
37,17.4,1,5,1,2,4,2567.6,82.3,0.101,1,0,1,0,4,1,289.2,21.0,31.0,9.0,2.0,1,1,0,0,0,0,1
37,36.3,1,4,2,2,2,1889.6,-4.2,0.261,1,0,0,0,3,1,666.8,37.6,118.1,4.9,4.3,1,1,1,0,0,0,0
38,29.9,0,4,2,3,4,945.4,80.3,0.379,0,0,1,0,4,0,576.1,24.6,104.1,6.8,6.6,1,1,0,1,0,0,0
39,32.8,0,3,1,2,4,1854.2,32.0,0.138,1,0,1,0,3,1,295.9,24.4,35.2,6.4,3.8,1,1,0,0,0,1,0
30,24.6,1,2,2,2,1,2241.5,77.4,0.129,1,0,0,0,4,1,333.4,14.5,50.6,8.1,2.4,1,1,0,1,0,0,0
43,32.6,0,3,2,2,3,2899.6,53.9,0.054,0,0,1,0,3,1,165.1,2.6,27.1,5.2,1.3,1,1,0,0,0,1,0
25,23.6,0,2,1,2,1,1122.3,77.9,0.196,1,0,1,0,3,1,273.1,21.3,27.8,8.5,1.7,1,1,1,0,0,0,0
34,20.5,1,3,1,1,1,1161.8,-21.0,0.208,0,0,0,0,4,1,305.8,5.4,54.7,7.3,4.0,1,1,0,0,0,0,1
24,26.1,0,3,3,2,3,1257.2,54.1,0.08,1,0,0,0,2,0,109.6,4.8,18.1,2.0,1.6,1,0,0,1,0,0,0
68,52.0,0,3,3,1,1,1843.5,23.5,0.141,1,0,0,0,4,0,302.6,23.6,37.9,6.3,4.1,1,1,0,1,0,0,0
54,47.9,0,4,2,3,4,1119.2,90.8,0.319,1,0,0,0,3,1,523.6,36.3,56.2,17.1,6.3,1,1,0,0,1,0,0
45,48.1,1,2,3,2,4,1702.3,62.9,0.257,1,0,0,0,3,1,589.3,32.4,101.3,6.1,0.2,1,1,1,0,0,0,0
24,51.1,1,2,2,4,3,1245.8,55.3,0.058,1,0,0,0,3,1,77.2,1.3,12.8,2.3,0.2,1,0,0,0,1,0,0
46,41.3,1,4,1,2,4,1387.8,0.1,0.267,0,0,0,0,3,0,505.9,32.3,58.8,15.7,4.9,1,1,0,0,1,0,0
19,35.4,0,2,2,2,4,1251.6,53.2,0.264,0,0,0,0,2,1,449.6,24.9,59.7,12.4,5.5,1,1,0,0,1,0,0
16,27.9,1,3,1,4,3,2173.3,66.3,0.021,0,0,0,0,2,0,46.1,3.3,5.0,1.4,0.4,1,1,1,0,0,0,0
52,28.9,1,3,3,4,1,1815.7,38.2,0.047,1,0,0,0,3,1,89.2,6.8,9.1,2.9,0.5,1,0,1,0,0,0,0
24,31.2,1,3,1,3,1,1996.0,-25.2,0.035,1,0,0,0,2,1,72.1,5.2,10.9,0.9,0.6,1,1,0,0,1,0,0
59,41.3,1,3,2,3,2,2309.2,83.9,0.204,1,0,0,0,4,0,591.7,50.1,77.5,9.0,5.4,1,1,1,0,0,0,0
23,12.8,1,3,2,2,4,2714.4,-24.3,0.148,0,0,0,0,4,0,472.1,9.5,78.8,13.2,6.1,1,1,1,0,0,0,0
19,33.5,1,1,1,2,3,1314.5,8.4,0.136,1,1,0,1,2,0,207.8,10.4,36.8,2.1,3.1,1,1,0,1,0,0,0
55,43.7,0,2,2,3,2,1799.0,61.1,0.238,0,0,0,0,3,1,560.7,13.3,118.7,3.6,1.3,1,1,0,1,0,0,0
68,25.2,1,5,3,2,3,2251.7,75.0,0.037,1,0,0,0,3,1,87.7,6.1,11.9,1.8,0.7,1,0,0,0,1,0,0
46,33.3,1,1,1,3,2,2331.7,67.2,0.187,1,0,0,0,3,1,535.5,40.3,59.5,15.1,0.6,1,1,0,0,0,0,1
67,29.1,0,1,1,3,3,2088.6,77.6,0.063,0,0,0,1,3,0,139.6,4.9,24.6,2.4,0.3,1,1,0,0,0,1,0
42,18.9,0,2,2,2,4,2510.8,5.2,0.178,1,0,1,0,3,0,542.4,46.6,49.3,17.6,1.7,1,1,0,0,1,0,0
45,27.0,0,3,3,1,2,2203.8,0.3,0.216,1,0,0,0,3,0,607.7,47.1,84.7,8.9,6.7,1,1,0,0,0,0,1
70,21.4,0,4,2,4,1,1321.8,47.0,0.11,1,0,1,0,3,0,163.0,7.8,22.1,4.8,2.2,1,1,0,0,0,1,0
39,17.7,0,3,1,3,2,1280.7,11.1,0.287,1,0,0,0,3,1,514.7,21.4,74.0,14.8,4.4,1,1,0,0,1,0,0
49,29.4,1,5,2,2,3,1293.9,93.5,0.141,1,0,0,0,3,1,212.1,11.3,39.1,1.2,2.5,1,1,1,0,0,0,0
53,26.7,1,1,2,3,1,2788.9,97.5,0.096,1,1,0,0,2,1,296.1,7.4,51.2,6.8,1.3,1,1,0,0,1,0,0
35,23.4,1,2,3,2,2,1648.0,77.4,0.253,1,0,0,0,3,1,558.2,19.8,98.1,9.6,3.5,1,1,0,0,0,1,0
61,31.1,0,3,2,2,4,2629.9,63.1,0.126,0,0,1,0,4,0,380.7,18.3,51.5,11.3,0.1,1,1,1,0,0,0,0
33,15.1,1,4,1,2,2,2616.5,11.4,0.148,1,0,0,0,2,1,455.8,17.4,76.0,9.2,3.1,1,1,0,1,0,0,0
50,27.2,1,4,1,2,3,2079.4,-25.3,0.077,0,0,0,0,3,0,172.6,3.4,35.3,2.0,1.7,1,1,1,0,0,0,0
23,18.0,1,3,1,4,2,2436.0,-14.6,0.142,0,0,0,0,2,1,403.2,18.7,54.3,12.4,2.8,1,1,0,0,1,0,0
41,16.1,0,4,3,2,4,2057.0,55.1,0.169,0,0,1,0,3,0,419.3,8.1,77.9,8.4,4.7,1,1,1,0,0,0,0
24,20.1,1,3,1,2,4,2623.3,35.1,0.155,0,0,0,0,3,1,479.8,7.4,100.1,5.6,5.6,1,1,0,0,0,1,0
47,26.9,0,3,2,3,4,1519.4,21.6,0.211,0,0,0,0,4,0,405.7,12.2,76.8,5.5,5.8,1,1,0,0,0,1,0
67,17.1,1,2,3,1,1,1973.3,73.1,0.104,0,0,0,0,3,1,229.1,12.1,33.1,5.4,0.5,1,1,1,0,0,0,0
61,31.5,0,2,3,1,3,1444.2,55.8,0.041,1,0,0,0,2,1,61.3,2.8,11.1,0.6,0.3,1,0,0,0,0,1,0
66,36.0,0,2,1,2,3,2773.3,80.0,0.06,0,0,1,0,3,1,176.7,4.0,31.4,3.9,0.5,1,1,0,0,0,0,1
67,38.5,0,4,3,2,3,2560.2,4.5,0.034,0,0,0,0,3,0,90.2,5.7,13.6,1.4,1.2,1,1,0,0,1,0,0
49,22.2,1,1,1,3,3,2104.7,52.7,0.085,1,0,0,0,3,1,194.7,14.7,27.1,3.1,2.3,1,1,0,0,1,0,0
38,24.6,1,2,3,3,1,1222.9,33.8,0.114,0,0,1,0,3,1,157.7,6.9,28.6,1.7,1.1,1,1,0,0,1,0,0
64,19.6,0,2,1,2,4,1020.8,65.3,0.266,0,0,0,0,3,0,370.5,26.5,54.6,5.1,0.7,1,1,1,0,0,0,0
26,43.1,0,1,1,2,3,2828.9,-0.5,0.072,0,0,0,0,3,1,219.7,13.1,25.6,7.2,0.5,1,1,0,0,0,0,1
57,31.5,0,2,1,3,3,2554.8,72.5,0.075,1,1,0,0,4,1,206.2,9.8,28.6,5.8,1.4,1,1,1,0,0,0,0
56,44.3,0,3,1,4,4,2748.0,9.3,0.127,0,0,0,0,3,1,400.4,13.1,78.8,3.6,5.9,1,1,1,0,0,0,0
37,38.6,1,1,1,1,2,1597.6,77.1,0.232,0,0,0,0,2,0,483.5,41.1,44.5,15.7,1.4,1,1,0,1,0,0,0
24,21.4,0,1,1,1,4,2409.5,79.5,0.152,1,0,0,0,4,1,431.5,7.1,74.4,11.7,4.6,1,1,0,0,0,1,0
44,24.1,0,4,1,2,1,1474.6,57.1,0.129,0,0,0,0,3,1,219.2,3.5,39.1,5.4,3.3,1,1,1,0,0,0,0
25,34.0,0,3,2,2,2,2070.4,64.4,0.21,0,0,0,0,3,1,549.0,25.1,85.8,11.7,4.3,1,1,1,0,0,0,0
70,21.3,1,3,1,3,3,2047.8,8.0,0.046,0,0,0,0,4,1,98.5,5.3,15.8,1.6,0.7,1,1,0,1,0,0,0
52,35.8,1,5,2,1,2,2445.4,-24.8,0.136,1,1,0,0,4,1,383.9,25.1,56.8,6.3,2.2,1,1,0,1,0,0,0
27,16.6,0,3,1,1,2,1330.1,-2.6,0.317,0,0,0,1,3,0,617.2,40.9,87.5,11.5,0.8,1,1,1,0,0,0,0
47,31.8,0,2,1,2,4,1160.6,30.1,0.325,1,0,1,0,3,1,558.1,17.3,101.6,9.2,4.1,1,1,0,1,0,0,0
54,27.0,0,5,3,3,2,1983.6,84.6,0.202,0,0,0,0,3,1,501.1,41.8,47.6,15.9,2.6,1,1,0,0,1,0,0
53,22.8,0,2,1,1,3,2227.1,94.5,0.062,0,0,0,0,4,1,147.0,8.3,20.3,3.6,1.9,1,1,0,1,0,0,0
28,22.4,1,2,2,1,3,2787.0,69.3,0.051,0,0,0,0,3,1,148.8,2.6,30.5,1.8,1.5,1,1,0,0,0,0,1
70,40.2,1,2,1,2,4,2185.8,91.5,0.157,1,0,1,0,3,0,406.2,30.5,47.7,10.4,3.2,1,1,0,1,0,0,0
49,18.1,0,3,2,2,1,1267.7,25.5,0.116,0,0,0,0,4,1,166.2,10.6,21.7,4.1,0.2,1,1,0,0,0,0,1
42,42.8,1,2,2,3,1,2059.2,45.2,0.127,0,0,0,0,3,1,299.3,10.0,43.2,9.6,0.2,1,1,1,0,0,0,0
17,17.1,0,2,1,1,2,643.1,8.5,0.515,1,0,0,0,2,0,683.2,9.3,120.5,18.2,4.8,1,1,0,1,0,0,0
68,49.0,1,2,1,3,2,1471.0,93.3,0.32,0,0,0,0,4,1,692.4,19.8,142.8,4.6,2.1,1,1,0,0,0,1,0
44,20.8,0,3,1,2,2,2649.9,-1.5,0.171,0,0,0,0,4,1,545.5,11.0,117.1,3.7,3.0,1,1,1,0,0,0,0
19,17.8,0,2,1,2,4,1751.7,26.7,0.177,0,0,0,1,3,1,377.6,4.9,81.1,3.7,0.2,1,1,0,0,1,0,0
29,12.0,1,1,1,2,1,1941.2,98.4,0.049,0,0,0,0,3,1,100.0,5.0,15.3,2.1,0.4,1,1,0,1,0,0,0
62,21.1,1,3,2,1,2,2040.9,84.2,0.162,1,0,0,0,2,0,393.9,16.9,59.7,9.7,3.7,1,1,0,0,0,1,0
53,24.0,1,1,1,4,1,2131.6,-21.1,0.073,0,0,0,0,2,0,168.7,13.9,20.2,3.6,1.9,1,1,1,0,0,0,0
33,16.6,1,2,2,2,2,1898.7,89.7,0.16,1,0,0,0,4,1,361.8,22.9,50.9,7.4,1.6,1,1,0,0,1,0,0
36,26.5,1,4,3,1,1,2287.4,94.1,0.113,0,0,0,0,3,1,292.6,18.2,39.9,6.6,2.9,1,1,0,0,0,1,0
18,28.5,1,1,2,2,2,1372.0,72.4,0.251,1,0,0,0,4,0,460.3,25.1,76.4,6.0,5.2,1,1,1,0,0,0,0
16,31.2,0,2,1,1,1,1142.8,-26.6,0.144,1,0,0,0,2,1,192.3,7.6,32.4,3.6,0.6,1,1,0,0,1,0,0
69,17.3,0,3,3,1,1,1880.4,53.2,0.075,0,0,0,0,3,0,152.9,9.7,18.9,4.3,1.3,1,1,0,1,0,0,0
61,19.8,1,2,1,1,2,2039.4,-8.1,0.148,0,0,0,0,4,1,355.2,26.0,54.7,3.6,3.6,1,1,0,0,1,0,0
28,46.0,1,4,2,3,4,754.3,81.1,0.424,1,0,0,1,2,1,554.5,20.5,88.0,13.4,3.1,1,1,0,0,0,1,0
54,46.2,1,4,3,2,2,2379.2,33.1,0.216,0,0,0,0,4,0,654.3,39.7,92.3,14.0,5.6,1,1,0,0,1,0,0
22,22.6,0,2,2,4,3,1971.1,51.5,0.035,1,0,0,0,4,0,71.3,1.3,11.3,2.3,0.2,1,1,1,0,0,0,0
62,20.6,1,2,1,2,4,1998.5,12.5,0.131,0,0,0,0,3,0,300.6,11.2,54.3,4.3,0.3,1,1,1,0,0,0,0
49,15.1,0,3,2,4,4,2115.5,40.9,0.202,0,0,0,0,3,1,537.0,19.0,90.4,11.1,5.9,1,1,0,0,0,1,0
21,12.5,1,4,2,3,4,2243.8,77.3,0.163,0,0,0,0,3,1,436.5,24.5,66.9,7.9,0.4,1,1,0,0,1,0,0
69,32.7,0,2,1,1,4,1610.7,21.5,0.185,0,0,0,0,3,1,364.8,13.7,59.0,8.2,2.4,1,1,0,1,0,0,0
46,38.5,1,3,1,3,1,2844.5,86.8,0.096,0,0,0,0,3,1,303.4,9.7,50.7,6.9,0.3,1,1,0,0,1,0,0
61,44.4,1,1,3,3,4,1264.6,61.5,0.235,0,0,0,0,3,1,387.8,7.0,64.3,11.4,3.5,1,1,1,0,0,0,0
27,28.9,0,3,1,3,3,2472.2,45.2,0.046,1,0,1,0,2,0,119.8,3.7,18.4,3.5,1.6,1,1,1,0,0,0,0
24,36.1,1,2,2,1,3,2099.0,78.3,0.02,0,0,0,0,4,0,43.4,2.1,7.0,0.8,0.5,1,1,0,0,1,0,0
61,31.5,0,2,1,2,2,1205.2,91.3,0.335,1,0,0,0,4,1,606.1,52.4,80.4,8.4,4.6,1,1,1,0,0,0,0
29,11.7,0,4,2,3,1,1743.4,-2.3,0.091,1,0,1,0,3,0,173.6,13.9,21.8,3.4,0.5,1,1,0,0,0,1,0
25,36.0,0,3,1,1,2,964.9,24.7,0.355,1,0,0,0,4,0,530.6,9.4,86.1,16.5,6.0,1,1,0,1,0,0,0
51,45.3,0,2,2,3,3,2733.0,75.9,0.034,1,0,0,0,4,1,96.3,3.4,17.2,1.5,0.6,1,0,1,0,0,0,0
67,25.9,0,3,1,4,1,1889.9,-0.6,0.062,1,0,0,0,3,1,124.5,7.8,14.3,4.0,0.6,1,0,0,0,0,1,0
43,31.5,0,2,3,3,2,1182.7,32.3,0.317,0,0,0,0,3,0,549.0,27.7,78.0,14.0,3.0,1,1,1,0,0,0,0
56,12.7,0,1,2,2,4,1181.5,87.2,0.207,0,0,0,0,4,0,308.6,16.8,53.8,2.9,1.3,1,1,0,1,0,0,0
43,17.6,1,4,3,2,2,1045.1,47.0,0.389,1,0,0,0,3,1,664.7,29.3,125.0,5.2,8.0,1,1,0,0,1,0,0
45,35.5,0,3,1,3,2,2587.1,-11.5,0.178,1,0,1,0,3,0,560.3,7.6,112.8,8.8,6.5,1,0,1,0,0,0,0
31,16.8,1,2,1,2,3,1644.8,47.3,0.091,0,0,1,0,2,0,165.3,12.9,17.8,4.7,2.3,1,1,0,0,1,0,0
47,18.0,0,5,2,1,3,2068.7,-19.2,0.087,1,0,1,0,3,0,196.6,16.7,23.9,3.8,0.1,1,1,0,0,0,1,0
19,31.2,0,1,2,2,3,3113.8,-18.1,0.016,1,0,0,0,4,0,49.6,3.7,7.8,0.4,0.7,1,1,0,0,0,1,0
61,30.2,1,4,3,2,2,1046.7,47.5,0.296,1,0,0,0,3,0,440.9,17.8,72.4,8.9,5.6,1,1,0,0,0,1,0
58,42.2,0,1,2,1,3,2619.6,82.2,0.019,0,0,0,0,3,1,49.7,0.9,9.5,0.9,0.2,1,1,0,0,0,1,0
33,50.7,0,5,2,1,1,1571.2,99.4,0.037,1,0,0,0,3,0,60.7,4.8,9.1,0.5,0.2,1,0,1,0,0,0,0
68,21.0,0,2,2,2,3,2502.8,3.8,0.052,0,0,0,0,3,0,136.6,7.5,16.9,4.3,0.6,1,1,0,0,0,1,0
35,19.0,1,5,1,2,2,1400.9,4.8,0.33,1,1,0,0,3,0,691.5,53.6,85.2,15.2,2.8,1,1,1,0,0,0,0
32,34.1,1,1,2,2,2,2158.0,20.8,0.224,0,0,0,0,4,1,623.6,47.3,99.2,4.2,7.1,1,1,0,0,1,0,0
51,25.0,1,5,1,2,2,1460.3,80.1,0.231,0,0,0,0,4,1,438.6,24.2,68.1,7.7,0.5,1,1,1,0,0,0,0
68,36.2,1,1,1,2,2,1470.5,74.2,0.286,0,0,0,0,4,0,588.2,36.4,73.0,16.7,0.7,1,1,0,0,1,0,0
36,41.4,1,3,1,2,2,1669.7,38.1,0.236,1,0,0,0,3,0,515.7,13.9,91.7,10.4,2.9,1,1,0,0,0,1,0
61,24.2,0,5,1,2,1,1195.2,49.6,0.117,0,0,1,0,3,1,157.6,10.1,20.8,3.8,0.1,1,1,0,0,0,0,1
28,13.4,0,4,2,3,4,1825.2,-18.4,0.24,0,0,0,0,2,1,577.0,12.6,89.2,18.9,1.9,1,1,0,0,1,0,0
29,17.2,1,2,2,1,3,2178.0,-5.8,0.086,1,0,0,0,3,0,203.7,10.3,35.9,2.1,1.7,1,1,1,0,0,0,0
41,30.1,1,1,1,4,3,1690.8,-2.0,0.085,0,0,0,0,4,1,157.2,2.2,32.6,2.0,1.9,1,1,0,0,0,1,0
46,42.2,0,2,3,4,4,1576.3,-24.3,0.264,1,0,0,0,3,1,566.1,32.9,86.1,10.0,4.7,1,1,0,1,0,0,0
26,20.8,0,2,2,3,2,1941.8,-27.9,0.212,1,1,0,0,3,1,522.8,23.5,76.5,13.7,1.9,1,1,0,1,0,0,0
70,15.7,0,2,1,1,4,2356.8,86.6,0.19,1,0,0,0,4,1,551.8,32.9,92.8,5.4,7.6,1,1,1,0,0,0,0
35,28.0,1,2,1,4,1,1175.4,90.4,0.194,0,0,0,0,4,0,283.2,7.7,51.3,5.2,1.6,1,1,1,0,0,0,0
67,20.7,1,2,1,2,1,1152.0,-1.5,0.182,0,0,0,0,4,0,256.3,14.2,34.6,6.8,0.3,1,1,1,0,0,0,0
42,15.9,0,4,1,2,4,1201.7,0.7,0.246,0,0,0,0,4,1,392.1,13.4,59.4,11.2,2.7,1,1,0,1,0,0,0
60,26.1,1,2,1,4,3,2488.7,-23.7,0.067,0,0,0,0,2,1,179.3,10.5,24.4,4.4,1.7,1,1,1,0,0,0,0
34,23.7,1,3,2,3,2,999.6,34.0,0.406,1,0,0,0,4,1,684.5,36.2,121.0,6.2,1.4,1,1,0,0,0,0,1
65,25.1,0,1,3,3,3,2700.3,70.2,0.07,0,0,0,0,3,0,203.1,7.6,40.2,1.3,0.9,1,1,0,0,0,1,0
57,30.8,1,3,1,1,2,1889.2,21.7,0.211,0,0,0,0,3,0,505.5,12.9,77.0,16.2,3.4,1,1,1,0,0,0,0
47,14.7,1,2,1,2,4,1059.1,43.7,0.343,0,0,0,0,3,1,552.9,20.8,108.9,3.8,6.3,1,1,1,0,0,0,0
67,50.5,0,1,2,2,1,2753.3,11.7,0.102,0,0,0,0,3,1,312.0,10.4,56.8,4.8,4.7,1,1,0,1,0,0,0
17,21.8,1,1,1,4,1,2733.8,91.0,0.108,0,0,0,0,2,1,330.4,16.5,49.0,7.6,4.0,1,1,0,1,0,0,0
51,19.5,1,1,2,2,2,2221.9,67.1,0.195,0,0,1,0,4,1,538.1,38.5,55.9,17.8,6.1,1,1,0,1,0,0,0
53,19.3,1,1,2,2,1,2594.3,63.9,0.108,1,1,0,0,3,0,313.3,6.5,60.7,4.9,1.9,1,1,0,1,0,0,0
68,23.9,1,2,1,2,1,2449.2,2.3,0.125,1,0,0,0,4,1,349.3,10.3,63.9,5.8,4.9,1,1,0,0,0,1,0
67,20.0,0,1,2,3,1,2844.0,34.5,0.03,0,0,0,1,3,1,88.6,3.6,14.5,1.8,1.2,1,1,1,0,0,0,0
50,21.9,1,1,3,3,1,2178.8,-18.7,0.076,1,1,0,0,3,1,179.0,6.2,33.4,2.3,0.8,1,1,1,0,0,0,0
23,23.1,1,3,1,4,2,2377.9,-24.8,0.147,0,0,0,0,3,1,408.5,10.5,86.5,2.3,2.5,1,1,0,0,0,0,1
52,18.4,1,1,1,3,1,1509.4,-26.8,0.069,1,0,0,0,2,0,111.4,5.9,14.9,3.1,1.2,1,0,1,0,0,0,0
51,28.7,1,2,2,2,2,2338.8,31.4,0.133,0,0,0,0,3,0,359.2,17.8,65.5,2.9,2.1,1,1,0,1,0,0,0
17,43.6,1,5,3,3,2,2786.0,-20.5,0.114,1,0,0,0,4,0,358.9,22.1,49.1,8.3,5.2,1,1,1,0,0,0,0
58,32.9,1,2,3,3,1,2908.6,75.0,0.059,1,0,0,0,2,1,183.3,7.8,32.6,2.4,1.5,1,1,0,0,0,1,0
35,39.6,1,2,2,2,1,3066.0,97.8,0.031,0,0,0,0,3,0,98.0,3.1,19.9,0.7,1.3,1,1,0,1,0,0,0
66,41.6,0,2,1,3,4,2348.8,30.0,0.179,1,0,0,0,3,1,513.7,22.1,81.1,11.2,1.9,1,1,1,0,0,0,0
29,21.4,1,2,2,2,2,2048.2,22.2,0.221,0,0,0,0,3,1,579.5,44.1,68.6,14.3,2.1,1,1,0,1,0,0,0
46,15.9,0,2,1,1,3,2468.2,-26.7,0.075,0,0,0,0,3,1,200.5,4.5,30.8,6.6,1.8,1,1,1,0,0,0,0
42,48.9,0,2,1,3,2,966.1,94.1,0.307,1,1,0,0,4,0,428.9,16.5,68.1,10.0,5.7,1,1,1,0,0,0,0
38,23.5,1,5,3,1,3,1864.3,46.7,0.037,1,0,0,0,3,0,72.6,5.5,10.8,0.8,1.1,1,1,0,0,1,0,0
42,45.4,1,5,3,1,1,1261.3,-28.6,0.105,1,0,0,0,4,0,147.2,11.6,18.8,2.9,0.8,1,1,0,0,0,1,0
40,23.1,0,4,3,2,4,1113.0,-15.4,0.276,0,0,1,0,2,0,424.5,15.9,69.2,9.3,4.1,1,1,0,0,0,1,0
49,34.3,0,2,1,2,3,2655.1,58.8,0.027,1,0,0,0,3,0,74.2,1.4,16.2,0.4,0.8,1,1,0,0,0,0,1
33,17.3,1,3,2,3,3,1511.4,28.7,0.086,1,1,0,0,4,1,142.4,5.5,24.6,2.4,0.8,1,0,0,0,1,0,0
67,29.2,0,2,2,1,3,1588.3,19.2,0.102,1,0,0,0,3,1,180.3,3.1,38.7,1.4,1.7,1,1,0,1,0,0,0
21,34.8,0,1,1,2,2,2250.9,31.2,0.198,0,0,0,0,2,1,555.9,38.1,93.2,3.4,0.3,1,1,1,0,0,0,0
23,30.3,0,4,1,2,4,2011.6,83.4,0.139,0,0,0,0,3,0,325.2,18.5,48.4,6.4,0.8,1,1,0,0,1,0,0
48,55.3,1,1,2,3,3,1133.6,46.8,0.134,1,1,0,0,2,1,174.7,4.3,33.3,2.7,1.6,1,0,1,0,0,0,0
59,27.5,1,4,1,2,2,2292.6,-18.9,0.234,0,0,0,0,2,1,698.5,12.0,121.1,18.5,3.0,1,1,0,0,0,1,0
32,32.6,0,4,1,3,2,1697.0,10.9,0.18,0,0,0,0,3,0,372.7,14.2,59.2,8.8,3.9,1,1,1,0,0,0,0
20,28.1,0,5,1,3,3,2188.3,-16.6,0.067,0,0,0,0,4,0,157.6,8.4,22.5,3.8,0.0,1,1,0,1,0,0,0
40,33.6,0,2,2,3,2,2114.6,75.9,0.165,0,0,0,1,3,1,417.6,17.0,58.8,12.7,0.1,1,1,1,0,0,0,0
40,20.5,0,2,2,3,2,786.1,33.1,0.434,1,0,0,0,4,0,602.1,43.1,80.6,12.0,4.2,1,1,1,0,0,0,0
32,38.9,0,1,1,3,1,2148.3,-5.8,0.045,0,0,0,0,4,0,102.2,5.3,17.4,1.2,1.4,1,1,0,1,0,0,0
56,31.0,1,3,1,2,1,1371.8,30.3,0.156,0,0,1,0,3,1,254.2,13.5,32.5,7.8,0.2,1,1,0,0,0,1,0
37,28.5,0,4,3,3,2,2519.9,-19.5,0.193,0,0,1,0,3,1,603.2,15.6,113.1,9.8,1.6,1,1,0,0,1,0,0
22,33.2,1,2,1,2,1,1686.2,7.2,0.162,1,0,0,0,3,0,327.1,20.1,48.9,5.7,3.5,1,1,0,1,0,0,0
67,27.3,0,2,2,2,2,1764.4,46.6,0.246,0,0,0,0,3,1,575.6,37.3,85.8,9.2,3.7,1,1,0,0,1,0,0
43,19.1,0,2,2,3,3,2844.3,53.7,0.037,0,0,0,0,3,0,110.6,1.7,20.4,2.5,0.3,1,1,1,0,0,0,0
37,33.7,1,3,2,3,3,3029.6,-11.9,0.047,0,0,0,0,3,0,149.2,9.2,18.4,4.3,2.2,1,1,0,0,1,0,0
63,30.6,0,1,1,2,3,2376.8,80.3,0.066,1,0,1,0,4,1,169.0,14.7,21.3,2.8,1.0,1,1,1,0,0,0,0
67,33.0,0,3,2,2,3,1297.0,66.2,0.033,1,0,1,0,4,1,43.7,3.2,7.0,0.3,0.3,1,0,0,1,0,0,0
52,34.0,0,5,1,2,2,1137.4,23.0,0.284,1,0,0,0,2,1,450.8,11.1,88.7,5.8,6.6,1,1,0,0,0,0,1
22,25.4,0,3,1,3,3,1180.6,65.0,0.097,1,1,0,0,3,1,127.5,9.9,14.7,3.2,0.8,1,1,1,0,0,0,0
44,41.9,0,2,2,1,3,2343.9,55.2,0.027,0,0,0,0,4,1,64.7,1.7,12.0,1.1,0.6,1,1,0,0,1,0,0
54,45.4,1,2,3,1,3,1541.9,22.0,0.089,1,0,0,0,3,1,151.4,10.7,21.2,2.7,1.9,1,1,0,0,1,0,0
29,48.6,0,2,1,2,1,3110.3,73.5,0.026,0,0,0,0,3,1,84.5,5.2,13.1,1.2,0.7,1,1,1,0,0,0,0
40,33.5,0,1,2,1,4,2532.1,37.6,0.155,1,0,1,0,3,0,464.9,28.3,56.9,13.8,2.3,1,1,0,1,0,0,0
20,25.0,0,4,2,2,1,2439.8,58.4,0.091,0,0,0,0,4,1,243.0,17.2,31.5,5.4,2.1,1,1,0,0,1,0,0
69,27.6,1,3,2,2,2,1273.2,86.3,0.347,1,0,0,0,2,1,675.5,39.7,119.8,4.2,3.0,1,1,0,0,0,1,0
52,37.5,1,1,1,1,1,2405.0,-20.3,0.057,1,0,1,0,3,1,145.4,2.3,30.6,1.5,1.9,1,1,1,0,0,0,0
60,25.5,0,3,1,2,1,2827.5,66.6,0.109,0,0,0,0,3,0,345.5,15.0,54.8,7.4,4.1,1,1,0,0,1,0,0
17,33.1,1,4,2,3,2,1468.1,19.4,0.323,0,0,0,0,3,0,699.4,49.8,99.0,11.6,6.4,1,1,0,0,1,0,0
62,18.7,0,4,1,1,2,1434.2,36.8,0.206,0,0,0,0,3,1,371.0,30.7,36.5,11.4,3.8,1,1,0,0,1,0,0
46,19.5,1,4,1,2,4,1406.6,72.4,0.241,1,0,0,0,4,1,445.5,13.7,88.0,4.3,1.7,1,1,1,0,0,0,0
31,17.4,0,2,1,3,1,1844.0,0.2,0.063,1,0,0,0,3,0,123.6,4.3,20.6,2.7,1.7,1,1,0,0,0,1,0
30,20.0,0,1,2,2,2,1412.1,27.5,0.218,1,0,0,0,3,1,393.5,19.4,56.3,10.0,4.1,1,1,0,1,0,0,0
55,38.4,0,1,1,3,2,1392.8,13.6,0.296,0,0,0,0,3,1,585.0,22.5,81.7,18.7,2.5,1,1,1,0,0,0,0
51,38.9,1,4,1,2,1,2326.1,24.5,0.03,1,0,1,1,2,1,72.8,5.0,8.3,2.2,0.0,1,1,0,0,0,0,1
37,19.7,0,2,2,3,1,2934.1,77.3,0.04,0,0,0,0,4,1,123.2,10.4,15.1,2.4,1.3,1,1,0,0,0,1,0
